"id","tool_id","job_name","project_repository_id","branch","directories","merge_branch","start_commit_hash","end_commit_hash","account_id","user_id","status","scheduled_at","completed_at","started_at","recurring","recurring_time","recurring_frequency","recurring_days","recurring_date","auto_update","smart_monitoring_timing","delay_value","delay_unit","smart_monitoring_job_id","execution_sequence","webhook_triggered_at","generation_type","total_files_count","completed_files_count","current_stage","stage_progress","visibility","trigger_source","duration_seconds","progress","used_token","priority","callback_url","input_config","output_summary","error_message","job_group_id","parent_job_id","notes","retry_count","retry_locked_at","retry_locked_by","is_event_based","event_type","created_at","updated_at","is_deleted","deleted_at"
"13baa5cb-e6dd-4f0d-97c2-e2ae304b4ffd","c0000000-0000-0000-0000-000000000005","Placeholder Detector Job - Execution #1","602ceccc-f570-4d50-a68c-37834d3a2954","alpha-4","{}",NULL,"initial_1764047003878",NULL,"179d16b4-b92b-4512-9488-34b5b6a1b902","11162556-2da3-459c-b2b5-c08a453e76b6","pending","2025-11-25 10:33:23.881+05:30",NULL,NULL,False,NULL,NULL,NULL,NULL,True,"immediate",NULL,NULL,"2cd5eff1-e2ae-4a11-8648-46179ed152ce",1,NULL,"full",1,0,NULL,NULL,"account","webhook",NULL,"0","0","normal",NULL,"{""repo"": ""new-report-data"", ""owner"": ""kaluk78"", ""branch"": ""alpha-4"", ""maxDepth"": 3, ""eventType"": ""commit"", ""recursive"": true, ""eventTypes"": [""commit"", ""merge""], ""directories"": [], ""maxFileSize"": 50000, ""mergeConfig"": {""placeholderDetectorConfig"": {""useAI"": true, ""provider"": ""google"", ""recursive"": true, ""applyFixes"": false, ""confidence"": 40, ""analysisLevel"": ""enhanced"", ""generateReport"": false, ""notifyOnCompletion"": false}}, ""toolConfigs"": {""useAI"": false, ""recursive"": true, ""confidence"": 40, ""analysisLevel"": ""enhanced""}, ""commitConfig"": {""placeholderDetectorConfig"": {""useAI"": true, ""provider"": ""google"", ""recursive"": true, ""applyFixes"": false, ""confidence"": 40, ""analysisLevel"": ""enhanced"", ""generateReport"": false, ""notifyOnCompletion"": false}}, ""isEventBased"": true, ""isFirstChild"": true, ""outputFormat"": ""markdown"", ""generationType"": ""full"", ""repositoryName"": ""kaluk78/new-report-data"", ""excludePatterns"": [], ""includePatterns"": [], ""parallelProcessing"": false, ""includeFileContents"": true, ""includeSubdirectories"": true, ""readyForWebhookTrigger"": true}",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,True,"{commit,merge}","2025-11-25 10:33:23.88294+05:30","2025-11-25 10:33:23.88294+05:30",False,NULL
"8573012f-3515-4abc-8328-2cb50124817f","c0000000-0000-0000-0000-000000000002","Code Deduplication Job - Execution #1","602ceccc-f570-4d50-a68c-37834d3a2954","alpha-3","{}",NULL,"initial_1763963268310",NULL,"179d16b4-b92b-4512-9488-34b5b6a1b902","11162556-2da3-459c-b2b5-c08a453e76b6","pending","2025-11-24 11:17:48.315+05:30",NULL,NULL,False,NULL,NULL,NULL,NULL,True,"immediate",NULL,NULL,"033c5321-5864-42a3-bbd2-a0908f9fd889",1,NULL,"full",1,0,NULL,NULL,"account","webhook",NULL,"0","0","normal",NULL,"{""repo"": ""new-report-data"", ""owner"": ""kaluk78"", ""branch"": ""alpha-3"", ""maxDepth"": 3, ""eventType"": ""merge"", ""recursive"": true, ""eventTypes"": [""merge"", ""commit""], ""directories"": [], ""maxFileSize"": 50000, ""toolConfigs"": {""recursive"": true, ""confidence"": 70}, ""commitConfig"": {}, ""isEventBased"": true, ""isFirstChild"": true, ""outputFormat"": ""markdown"", ""generationType"": ""full"", ""repositoryName"": ""kaluk78/new-report-data"", ""excludePatterns"": [], ""includePatterns"": [], ""parallelProcessing"": false, ""includeFileContents"": true, ""includeSubdirectories"": true, ""readyForWebhookTrigger"": true}",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,True,"{merge,commit}","2025-11-24 11:17:48.316875+05:30","2025-11-24 11:17:48.316875+05:30",False,NULL
